Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Author
#MakeADogsDay Vote for Biden and put a rescue dog in the White House! https://t.co/b0myfqFgxE,22/10/2020 9:54,en,,1,0,,Doggirl Marabito,Jackson is a horror story seen through the eyes of a 15 year old white girl ...,44784,54542,4287,2021,16,FALSE,@texasdicks
#MakeADogsDay Vote for Biden and put a rescue dog in the White House! https://t.co/dsakPBcW1J,22/10/2020 9:58,en,,0,0,,Doggirl Marabito,Jackson is a horror story seen through the eyes of a 15 year old white girl ...,44784,54542,4287,2021,16,FALSE,@texasdicks
#MakeADogsDay Vote for Biden and put a rescue dog in the White House! https://t.co/wHnAbKl4sX,22/10/2020 9:54,en,,1,0,,Doggirl Marabito,Jackson is a horror story seen through the eyes of a 15 year old white girl ...,44784,54542,4287,2021,16,FALSE,@texasdicks
#MorningJoe the asterisk to the poll numbers is that Trump cheats. #sayit,22/10/2020 10:11,en,,0,0,,Deeds.Not.Words.,"And though she be but little, she is fierce (or just short and hangry) RTs NOT  endorsements",158148,45592,4999,4456,4,FALSE,@SHWALD
"#Obama :-)

Obama Mocks Trump’s Chinese Bank Account: ‘They Would’ve Called Me Beijing Barry’ https://t.co/zXclx5SPM5",22/10/2020 9:51,en,,0,0,,James Gray Mason | Be responsible and wear a mask?,"Liberal, 58 SWM. Critical. Care with me? I made a universe busting discovery @TimeTravelWish 😎 Now JUDGING humanity.  ∞ 𝓘𝓪𝓶𝓮𝓼 𝓖𝓻𝓪𝔂 𝓜𝓪𝓼𝓸𝓷",43687,21549,6755,6853,38,FALSE,@EndAllSuffering
"#PresidentialDebate2020 the three 2 minute periods when Biden will speak and Trump's mic is off will be like when children r sent to their room and bang stuff.
Re refusal to last virtual debate from a computer.
Has anyone seen Trump use a computer?
Would he be like below? https://t.co/Km7g9ZYr3V",22/10/2020 9:58,en,,1,0,,Peter James Rothe,"Sane hypermoralist (think Milton, Blake, Black Sabbath) 
Repeated victim of crime from birth.
When I'm gone I'm gonna miss me. 
Wrote Potato - The Musical",20185,29875,859,523,1,FALSE,@PeterJamesRoth6
#RealTalk #RealAmericans How to change a black #vote  for Biden to a black vote for Trump in under ... https://t.co/hXfS64mdsc via @YouTube,22/10/2020 9:57,en,,0,0,,Candy,"Christ Follower, Granddaughter of Army Vet 🇺🇸❤️HARD,Heavy,FAST music that Rocks for God, Grateful for Freedom 🇺🇸 Love a good ride on my 450 Quad ✝️😺🐶🥁🎸",1661,3847,207,121,2,FALSE,@Hairdosbycandy
"#RudyGiuliani wants to expose the ""criminality and depravity of Joe Biden and his entire family."" This is pure projection.
I suggest he needs to see the real criminality and depravity of #DonaldTrump which has been in plain view for years.

#BidenHarris2020",22/10/2020 9:54,en,,0,0,,Mark Popay. 💚#FBCoalition2024. #FBPPR #FBPE,"""Real success can only come if there is a change in our societies and in our economics and in our politics."" David Attenborough.
Wise words from a wise man",4705,5714,2041,1440,2,FALSE,@MarkPopay
"#SpeakUpForBiden I want a real president again.

Not a real-it-y (person woman man camera) TV president, sick of ""do me a favor though"" #trump controlling the narrative of meaningless information/tweets while making USA domestic/international laughing stock.",22/10/2020 10:10,en,,0,0,,Smirk Twain,"Against Grifter & Thief, Liar & Denier & his unAmerican cult. I'm playing to win by your dirty rules, let sarcasm rain until 11/3.",3142,111,14,40,0,FALSE,@CleverPolitics
"#SpeakUpVoteBiden 
Joe Biden is a proven Racist who will destroy America by Opening Our Borders and giving free healthcare to Illegal aliens and that's just for Starters.
#WakeUpAmerica",22/10/2020 9:55,en,,1,0,,Pelosis eyebrows.,"Former Dem,  I support President Trump.  The resistance are just a bunch of marxists. Wallace Gave Trump Corona.
Fight marxism always.
  Q",36434,9334,863,734,0,FALSE,@EddyKrutch
"#SpeakUpVoteBiden 🚫🤬👎
“Biden was fully aware of his son’s nefarious &amp; shady foreign business practices,”  
Biden was ""a party to cooperation with literally the most dangerous enemy to the United States in the entire world: the Chinese Communist Party."" https://t.co/II9Wlk53F1",22/10/2020 10:00,en,,2,1,,Jayne,"I despise Democrats, Progressives, Marxists, BLM, Anarchists and Antifa.
I'm an equal-opportunity despiser.",235764,210539,7875,10107,99,FALSE,@Jayne720
#Springsteen has an own Emoij now. Donald Trump has one for long time 🤡,22/10/2020 10:08,en,,0,0,,Peter Severgårdh,"CEO Peaky Networks AB. We develop and supports system for the healthcare sector. We are also developing a unique AI system for prostatecancer, based on outcome.",1284,957,138,81,2,FALSE,@Peppe69
"#ThursdayThoughts 

Its sad when #American politics can only produce idiots to vote for. #Trump is dumb and #Biden is a complete idiot.",22/10/2020 10:11,en,,0,0,,Truman Bentley,,90,43,65,5,0,FALSE,@Truman_Knows
#Trump #MAGA  he is a #ConMan https://t.co/5YRcFcnEN6,22/10/2020 10:10,en,,0,0,,Mary,"Independent, cancer survivor, fighting for liberty, equality, justice & human rights everywhere",26967,20735,422,101,6,FALSE,@Mary4US
"#Trump WHILE WOKE JOKE BIDEN WAS SUPPORTING THE DISASTROUS CARTER ADMINISTRATION, TRUMP WAS SUPPORTING REAGAN-47 YEARS IN POLITICS &amp; JOKE BIDEN STILL CAN'T GET IT RIGHT, HE STILL IS CLUELESS &amp; DOESN'T KNOW WHAT HE IS TALKING ABOUT  &amp; GIVEN THE CHANCE HE WOULD WRECK THE ECONOMY https://t.co/O6fltl0JmF",22/10/2020 10:00,en,,0,0,,John Silver,,1667,4,5,2,0,FALSE,@Silver3J
"#Trump is a one stop pony, a reality show, cheesy, crass wanna be important clown. #BidenHarris2020 https://t.co/S5ZO2Vnwtq",22/10/2020 9:53,en,,0,0,,Heidi Sumner #3.5%,"Full of hope, determined not to sit by and be complacent.  #StaySafe #StayAtHome #SaveLives",47852,92893,1454,962,33,FALSE,@HeidiSumner
#Trump rally fail https://t.co/KOxQrQliDl,22/10/2020 10:07,en,,0,0,,Anja Mackey,"hi, I’m a mom, I’m a handicrapper, and I’m one of those “damn women”,  I’ve had lots of jobs my two favs were bartender and activist.",893,9950,116,52,0,FALSE,@LilacAnja
"#Trump will go down in history as the killer of hundreds of thousands of Americans, the #GOP &amp; #God. 

#TrumpIsNotWell",22/10/2020 9:57,en,,0,0,,Professor J. Wilf - (M.Ed): Intelligence Matters😷,"#MAGA cult ain’t #Patriots, defend our Constitution. #BLM, #Resist, 🌊 I teach #Climate #Sustainability #Evolution which = an enemy of the Right.",3760,4400,3339,2579,3,FALSE,@ProfessorJWilf
#Trump2020Landslide Biden family are corrupt to the core money from Ukraine China,22/10/2020 10:08,en,,0,0,,Ross McGahan,,1071,59,472,32,1,FALSE,@pluto146
"#TrumpIsANationalDisgrace 
#TrumpIsALoser 
Trump is the worst thing to happen to America at this time. The only way he can win is by cheating. He has enlisted the help of Russia and China to aid in his re-election. 
#VoteLikeYourLifeDependsOnItBecauseItDoes https://t.co/Cq9nRycss5",22/10/2020 10:06,en,,0,0,,Science matters 😷 Wear a damn mask,"Proud Naturalized US Citizen. Dad, husband. Secular Humanist. #BlueWave🌊 #Resist #FBR #VoteBlue #BidenHarris2020 #BlackLivesMatter #BreonnaTaylorMatters",2165,3704,2224,1456,5,FALSE,@kam_stephen
"#VeryFinePeople
Man Pleads Guilty to Cyberstalking Tulsa Mayor Before Trump Rally https://t.co/ndiYuN2wDi",22/10/2020 10:07,en,,0,0,,Esther ten Wolthuis,"Socialist with an Emerald Heart💚
#AnimalWelfare #Environment  #UnitedIreland☘️ #BLM #Resistance  #GTTO #BasicIncome #Housing4All  NO LISTS!
#Peace  #Hope",314890,25699,4891,6055,203,FALSE,@Eire353
"#VoteBidenHarrisToSaveAmerica 
#VoterSuppression 
#Trump 
Bizarre campaign ad leads many to ask: 'What is up with Donald Trump Jr. in this video?' https://t.co/sOtGDk3BB9 https://t.co/RuNkodGx2g",22/10/2020 9:56,en,,0,0,,Dee Jones,Enjoy Life,77153,39047,896,389,28,FALSE,@ridgebrook
"#VoteThemAllOut
Republican Mask Manufacturer Says He'll Vote Biden After Trump 'Politicized' COVID-19 https://t.co/18ImopaFNV via @Yahoo",22/10/2020 10:02,en,,0,0,,Amanda,"✌🏻,💜, & ☀️                                          Lover of yoga, healthy living, music, and tattoos.",2083,6110,371,438,7,FALSE,@amanda_unbidden
"#Wisconsin #WisconsinVoters #RonJohnson wrote that the other side doesn't Love this country.. We Love this country and we love thy neighbors! Trump and people like Ron are causing division between #Americans Dont let them! 

 https://t.co/3jMb6GiO2C via @Yahoo",22/10/2020 10:05,en,,0,0,,Dirty Little Secrets,,4082,40340,680,558,0,FALSE,@Come2lite
"#cdnpoli Could we get some media eyes on this please? Kenny acting like Trump again. Alberta, your premier is going to be your provinces grim reaper. https://t.co/VSZ3OB9906",22/10/2020 10:01,en,,0,0,,carpetbomber,"I may not always be right, but i may not always be wrong.",4859,4276,50,74,0,FALSE,@carpetbomer
#coppednews Analysis: This is Biden's shortest path to the White House https://t.co/GP6vibPytv,22/10/2020 10:09,en,,0,0,,Copped News,Taking the news already reported and spreading to the world.,272245,288,44,224,60,FALSE,@CoppedNews
"#joebiden supports more regulation. 
Companies push to resolve pending cases with the Consumer Financial Protection Bureau, expecting harsher penalties if Biden becomes president https://t.co/Ysp75w7qlE",22/10/2020 9:57,en,,0,0,,Wendy Allen,"Christian, conservative & believe in our Constitution. Love my family, enjoy our horses, dog and cats. America is the greatest!!!",7167,4112,2105,349,0,FALSE,@lydda777
"#morningjoe
I hope the White House staff is stocking up on adult diapers. Because on election night when Trump loses he surely will wet himself!",22/10/2020 10:08,en,,0,0,,Firecaptain,,2669,1110,39,40,0,FALSE,@Firecaptain16
"#trump, Giuliania should be in jail for #russian election interference

“nothing new” for someone in Ukraine to market such material. The trade in kompromat—a Russian word for “compromising material”",22/10/2020 10:02,en,,0,0,,Smirk Twain,"Against Grifter & Thief, Liar & Denier & his unAmerican cult. I'm playing to win by your dirty rules, let sarcasm rain until 11/3.",3142,111,14,40,0,FALSE,@CleverPolitics
"#vote
We love #Trump 
#MAGA",22/10/2020 9:52,en,,0,0,,US for Trump & Pence,"WE WILL WIN BIG
#VoteTrump",11529,1356,2686,2703,8,FALSE,@usfortrumppence
'Biden Says Trump's Covid Diagnosis Is Not a Matter of Politics' com.ultimateguitar.tabs?primis_content=embedff70dynuvlrm via @Primis,22/10/2020 9:57,en,,0,0,,Alex T,,1,0,0,0,0,FALSE,@AlexT26781856
"'Buy a shotgun' Biden now lecturing cops, too https://t.co/QPT2Irrpa8 #America4God #OneNewsNow",22/10/2020 9:57,en,,0,0,,Daniel James Gullo,"Author · Podcaster · Veteran · PhD · FFL · #l337h4x0r
 
Openly Christian · Openly Straight · Openly White · Openly Male · Openly American

#America4God",307651,13553,286,17786,858,FALSE,@danielgullo
'He hasn't shown any interest in doing the work' - Obama denounces Trump on campaign trail https://t.co/Q1L28cY14M https://t.co/yiMuhgdp3l,22/10/2020 9:58,en,,2,0,,CBS 17,"CBS 17 | News, weather and more for Raleigh, Durham and Fayetteville, North Carolina",142602,5054,1672,46168,1300,TRUE,@WNCN
'It just won't be so exhausting': Obama debuts his closing argument for Biden https://t.co/RjyP1Kz88L via @YahooNews,22/10/2020 10:00,en,,0,0,,News & Quotes,#Follow 4 #News #Quotes #Music #Sports #Ent #Politics #Advocacy #Lifestyle #Humor #HiTech #SocialMedia #Facts #Inspiration #Fun #Love #Friends!Ask 4 #FollowBack,255664,21,62824,148023,286,FALSE,@LesVDavis
"'It just won't be so exhausting':Obama debuts his closing argument for Biden https://t.co/9GISIAyJBg @yahooNewsUK Obama your decision not to release any photographic or DNA evidence of bin Laden's death to the public appear fooling, even Journalist favor you but eyes are open now",22/10/2020 9:53,en,,0,0,,OT Felix,,230,6,17,2,0,FALSE,@OTFelix2
"'Pastel QAnon,' where pro-Trump conspiracy theories meet New Age spirituality https://t.co/9zx2E0viqX",22/10/2020 10:00,en,,0,0,,Friedrich List,"Peace, freedom, tolerance, equality, justice, safety net. American System of political economy/social democracy.  Modernity is non-negotiable!",247421,11075,3328,1611,233,FALSE,@simulator8
'That's 8 school buses full of children': Stephen Colbert stops joking to condemn Trump's family separations https://t.co/YFP8PirMiS https://t.co/nAzxRg5BwN,22/10/2020 10:00,en,,0,0,,Click.Click.Click,"Culture by @Mashable. Obsessed with digital trends, connected lives, web weirdness, and the way we live now. https://t.co/7VO42WDVL5",28212,39,102,1116754,20534,TRUE,@clickclickclick
'That's 8 school buses full of children': Stephen Colbert stops joking to condemn Trump's family separations https://t.co/YYlIvwuVRY,22/10/2020 9:59,en,,0,0,,Menzi Kulati,I have loved no part of the world but Africa. I dream of Africa that will ensure human dignity that comes with a life free from hunger and poverty,150052,66413,4904,6108,245,FALSE,@menzikulati
"'The QAnon movement shows that it is high time to create social rules for regulating digital platforms like Facebook,' writes our very own @bpaszcza about #QAnons and its consequences. 
👉https://t.co/xJIEavbNYO https://t.co/6F6eiP0Rb5",22/10/2020 10:04,en,,2,0,,Jagiellonian Club,🇵🇱 @KlubJagiellonsk in English. In-depth analysis of international affairs and public policy from a Polish point of view. #NGO #thinktank,70,13,93,118,1,FALSE,@JagiellonianC
"'There's just not any discipline': #GOP chafes at Trump's closing pitch @POLITICO
You’re not getting the obvious! #Trump is interested in more
«New Voters». Not in boring speeches that may win him the so-called SWING VOTERS IN SWING STATES.
#Biden is GONE
 https://t.co/TLm8V87OYt",22/10/2020 10:06,en,,0,0,,Assalamparty,Committed to promoting a culture of peace. http://t.co/b1u98t9JlQ,23938,25476,3790,1868,47,FALSE,@Assalamparty
"'Threats Terrifyingly Credible': Trump Administration Sued for Alleged 'Violent' Voter Intimidation
https://t.co/rbBTEfMARa",22/10/2020 10:10,en,,0,0,,The Drumwalker,"Truth is the highest thing that man may keep. Truth is like the sun. You can shut it out for a time, but it ain’t goin’ away.",327,1,28,0,0,FALSE,@thedrumwalker
'Threats Terrifyingly Credible': Trump Administration Sued for Alleged 'Violent' Voter Intimidation https://t.co/8SaCrrpWwU,22/10/2020 9:50,en,,0,0,,Douglas Jacobberger,Highly knowledgeable and results-driven Accounting Specialist with thorough understanding of financial statement preparation & auditing procedures.,21577,650,88,39,4,FALSE,@Bergermiste
'Trump isn't going to protect us': Obama returns to campaign trail for Biden - The Guardian https://t.co/inzhmXfdwj via @GoogleNews,22/10/2020 10:10,en,,0,0,,News & Quotes,#Follow 4 #News #Quotes #Music #Sports #Ent #Politics #Advocacy #Lifestyle #Humor #HiTech #SocialMedia #Facts #Inspiration #Fun #Love #Friends!Ask 4 #FollowBack,255660,21,62824,148023,286,FALSE,@LesVDavis
'Trump isn't going to protect us': Obama returns to campaign trail for Biden https://t.co/JtQSRAD3Qm,22/10/2020 10:03,en,,0,0,,Robert McDonald,"FROM INSIDE SILICON VALLEY: Retired Intel Senior Manager, Hi Tech investor since 1980.  See my Seeking Alpha biography for details.",14175,1544,203,78,2,FALSE,@RobertinGatos
'Trump isn't going to protect us': Obama returns to campaign trail for Biden | US news | The Guardian https://t.co/AcNvDxByZv,22/10/2020 10:07,en,,0,0,,"Patricia Farrell, Ph.D.","Dr. Farrell is a psychologist, author, photographer, interested in  film, writing. Don't DM me.  https://t.co/IyU3d3tkHc",505057,151,10681,9760,476,FALSE,@drpatfarrell
'Tweeting at the television doesn't fix things': Obama digs into Trump at a drive-in rally for Joe Biden and Kamala Harris https://t.co/6CHPUZ7jvw via @Yahoo OBAMA PUT THE BOOTS TO THIS CLOWN,22/10/2020 9:55,en,,1,0,,leflore carnes,"A retired Democrat. #Resist can't afford another four(4) more years of a unfit,delusional  reality clown in the White House
#Resist # The Resistance  (YNL)",18284,484,15017,14693,47,FALSE,@leflorecarnes
'Unacceptable': Officer faces discipline over Trump mask https://t.co/nRVw3b26xx via @YahooNews,22/10/2020 9:57,en,,0,0,,News & Quotes,#Follow 4 #News #Quotes #Music #Sports #Ent #Politics #Advocacy #Lifestyle #Humor #HiTech #SocialMedia #Facts #Inspiration #Fun #Love #Friends!Ask 4 #FollowBack,255665,21,62824,148023,286,FALSE,@LesVDavis
'Vote for Trump or else!': Feds review threatening emails sent to Florida voters: TALLAHASSEE — Florida elections officials in at least five counties have turned over hundreds of emails to the FBI that pressure voters to support President Donald Trump just as in-person early…,22/10/2020 10:00,en,,1,0,,GLOBAL BREAKING NEWS,"The only news outlet designed exclusively for @Twitter users.
Follow for the latest breaking news from the U.K. & across the globe.",36372,146,1,7343,22,FALSE,@globalbreaking_
